ns,deltas_pr,std_pr
1000,1.3420000000000005,0.15098344280085818
5000,1.267092176487433,0.08228165452309569
10000,1.3706513497982848,0.17251305347655602
15000,1.4573669217910197,0.19177793959456033
20000,1.3402436981937356,0.13430779549501312
30000,1.4095442391175361,0.11450895425541728
50000,1.3535868532304511,0.16959240436451767
