deltas_er,ns,std_er,deltas_bf,std_bf
0.2844,500,0.056446789102658435,0.228,0.050738545505365044
0.3044,1000,0.03466756409094818,0.2964,0.02598922853799241
0.28916,5000,0.016701329288412954,0.23079999999999998,0.03421064161923888
0.2525,10000,0.026620668661774826,0.21037999999999998,0.021531223838881057
0.24530666666666667,30000,0.016987019881204716,0.21100666666666665,0.020287373193962573
0.24530000000000002,40000,0.017956328967804077,0.20719,0.012518542247402455
0.243528,50000,0.016647606915109452,0.217972,0.01069380830200355
0.24513799999999997,100000,0.01398805404622101,0.208978,0.012632572817917968
